case_number,category,description,location_address,latitude,longitude,incident_date,province,city,hour,day_of_week,time_period
CR-2025-001937,THEFT,My motorcycle Suzuki GS-150 was stolen from outside the Jama Masjid in Officers Colony Sheikhupura during Friday prayers. I had parked my bike in the mosque parking area as usual and went inside for Jumma namaz. When I came out after about 45 minutes my bike was gone. The registration was SHK-9793 worth approximately Rs. 55000. Other people praying said they saw two young men in casual clothes near the parking but thought they were also there for prayers. The thief must have used a duplicate key as there were no signs of breaking the lock. This mosque has been targeted before I am told by other victims. I request police to patrol mosque areas on Fridays.,"Plot 453, Block , Officers Colony, near Hiran Minar, Sheikhupura",31.711397,73.975781,2025-01-22 11:12:54+00:00,Punjab,Sheikhupura,11,2,morning
CR-2025-001938,THEFT,I am reporting theft from my motorcycle at the Export Processing Zone gate in Allama Iqbal Chowk Sialkot. I am a worker at a leather gloves factory and had just arrived for morning shift around 7:30 AM. I left my bag on the bike for a minute while getting my ID card from pocket. When I turned back the bag with my money from my pocket worth Rs. 95000 was gone. There are many people coming and going at shift change time and the thief must have blended in with the crowd. A coworker said he saw a young man walking away with a bag but did not think it was suspicious. The factory gate area is not properly monitored.,"House 444, Street 36, Block G, Allama Iqbal Chowk, Sialkot",32.483689,74.52724,2025-05-02 14:46:38+00:00,Punjab,Sialkot,14,4,afternoon
CR-2025-001939,ASSAULT,At around 7 PM near Daska Road Industrial Multan close to the shrine area I was assaulted by a gang of young men for no apparent reason. I was walking to a chai dhaba after visiting Bahauddin Zakariya darbar when they surrounded me. They appeared drunk and aggressive. Without any provocation they started hitting me with iron rods and their fists while laughing. I fell to the ground and they continued kicking me calling me an outsider. The attack stopped only when some passersby from the shrine intervened. I have multiple fractures and was hospitalized at Nishtar. They fled on motorcycles. At least 6-7 boys were involved all appearing to be in their early 20s. The shrine area has become very unsafe at night.,"Flat 307, Central Heights, Daska Road Industrial, Sialkot",32.465123,74.522484,2026-01-31 08:56:14+00:00,Punjab,Sialkot,8,5,morning
CR-2025-001940,BURGLARY,Our house in GT Road Bypass Multan was burglarized on the weekend while our entire family was at a family function. The burglars entered by breaking the lock of the back door that opens to the haveli courtyard. They ransacked all bedrooms and broke open the jewelry box and safe. They stole gold jewelry worth approximately 30 tola Rs. 330000 cash and multiple electronics including laptops and tablets. They left large items suggesting they knew exactly what to take. Our CCTV cable was cut from outside before the break-in. A neighbor mentioned seeing a grey Suzuki Cultus parked nearby around midnight. Total loss is approximately Rs. 6330000. This was clearly a professional job targeting our family during the wedding season.,"363-B, Main Road, GT Road Bypass, near Sheikhupura Fort, Sheikhupura",31.692499,73.976386,2025-04-24 23:06:55+00:00,Punjab,Sheikhupura,23,3,evening
CR-2025-001941,THEFT,I am reporting a theft that occurred in Industrial Estate Multan late evening around 10 PM. My purse was stolen from my shopping bag while I was browsing at a clothing store near Hussain Agahi. The area was very crowded with people visiting the nearby shrine and someone skillfully extracted my purse without my knowledge. I had approximately Rs. 5000 cash my mobile phone and important cards in the purse. I believe the thief was a professional who took advantage of the crowd near the darbar area. I only noticed the theft when I tried to pay and found my purse missing.,"Shop 82, Industrial Estate Commercial Area, close to the cotton market, Multan",30.26943,71.537393,2025-06-28 22:21:04+00:00,Punjab,Multan,22,5,evening
CR-2025-001942,BURGLARY,Our house in Judicial Colony Multan was burglarized on the weekend while our entire family was at a relative funeral. The burglars entered by breaking the lock of the back door that opens to the haveli courtyard. They ransacked all bedrooms and broke open the jewelry box and safe. They stole gold jewelry worth approximately 10 tola Rs. 370000 cash and multiple electronics including laptops and tablets. They left large items suggesting they knew exactly what to take. Our CCTV cable was cut from outside before the break-in. A neighbor mentioned seeing a grey Suzuki Cultus parked nearby around midnight. Total loss is approximately Rs. 2370000. This was clearly a professional job targeting our family during the wedding season.,"Flat 602, City Heights, Judicial Colony, Sheikhupura",31.706694,73.973206,2025-05-24 21:55:58+00:00,Punjab,Sheikhupura,21,5,evening
CR-2025-001943,DOMESTIC_VIOLENCE,I have been suffering torture at the hands of my mother-in-law and sister-in-law since my marriage at our home in Suraj Miani Multan. They regularly beat me for minor things like cooking mistakes and demand more dowry from my parents. Yesterday my mother-in-law caused bruises on arms and face because I was late in serving guests during a family gathering. They also threatened to throw me out on the street. My husband either ignores this or sometimes joins them in the abuse. I am currently at my parents house in Shah Rukn-e-Alam Colony and have medical records from the hospital. The violence has been escalating for the past six months and I fear for my life.,"170-K, Main Road, Suraj Miani, opposite Bahauddin Zakariya shrine, Multan",30.17938,71.466008,2025-11-30 05:32:20+00:00,Punjab,Multan,5,6,late_night
CR-2025-001944,BURGLARY,I am reporting a burglary at my residence in Civil Lines Multan. The incident occurred while we were at a family function for the evening. The burglars broke in through the back window after cutting the CCTV wires from the boundary wall. They systematically searched every room taking only valuables. We lost gold jewelry worth 10 tola cash Rs. 255000 and several electronics. Nothing large was taken suggesting they had a vehicle waiting. Neighbors reported seeing an unfamiliar grey car in the area during the night. The burglars appeared to know our schedule as the robbery happened when the house was empty. We suspect someone familiar with our family routine may have provided information to the criminals.,"Plot 440, Block C, Civil Lines, at GT Road Bypass, Sheikhupura",31.701312,73.960653,2025-01-25 22:45:40+00:00,Punjab,Sheikhupura,22,5,evening
CR-2025-001945,ROBBERY,I am reporting an armed robbery that occurred evening around 5:30 PM near the Export Processing Zone in Daska Road Industrial Sialkot. I am a manager dealing in surgical instruments. While walking from my factory to my car two men on a motorcycle cornered me in a narrow lane between warehouses. One showed a pistol and demanded everything. I gave them Rs. 30000 that I was carrying for supplier payments plus my phone and wallet. They spoke in threatening tone and escaped towards Wazirabad Road. This industrial area has become very unsafe in the evenings as there are few people around after closing time. I request increased police presence.,"358-K, Main Road, Daska Road Industrial, close to Iqbal Manzil, Sialkot",32.476633,74.513796,2025-08-07 22:46:46+00:00,Punjab,Sialkot,22,3,evening
CR-2025-001946,FRAUD,I am reporting a phone fraud. Yesterday I received a call from someone claiming to be from a bank saying I won a prize in their anniversary lucky draw. They said I needed to verify my account by paying Rs. 20000 tax which would be refunded with my prize of Rs. 300000. I am a housewife from Khanewal Road Area Multan and believed them because they knew my name and bank. I sent the money via Easypaisa. Then they asked for more money for different charges. When I refused they threatened me and the phone went dead. I realized I was cheated. This was my pension savings and I am devastated. The number they called from is now unreachable.,"House 163-B, Street 46, Khanewal Road Area, close to the cotton market, Multan",30.180013,71.509376,2025-04-02 04:10:20+00:00,Punjab,Multan,4,2,late_night
CR-2025-001947,THEFT,My wallet was stolen today in Haram Gate Multan after 1 AM while I was shopping in the crowded bazaar near Ghanta Ghar. The market was extremely crowded due to the mango season rush. I only realized my wallet was missing when I went to pay at a shop. Someone must have taken it from my back pocket without me feeling anything. The wallet had around Rs. 50000 cash along with my CNIC driving license and three bank cards. I think it was a professional pickpocket because I felt nothing at all. I have already called banks to block my cards immediately. The old city bazaars of Multan have become very unsafe.,"Shop 47, Haram Gate Commercial Area, opposite Bahauddin Zakariya shrine, Multan",30.193027,71.493817,2025-02-26 15:12:02+00:00,Punjab,Multan,15,2,afternoon
CR-2025-001948,ROBBERY,I was robbed on GT Road near Cantt Area Sheikhupura past midnight around 12:30 AM while driving back from Lahore. A white Suzuki Mehran was following me for some time and then overtook and blocked my car on an isolated stretch near the bypass. Three masked men jumped out two of them carrying pistols. They spoke in Punjabi and demanded everything. I handed over Rs. 415000 cash my iPhone and gold chain. They also took my laptop bag from the back seat. The robbery lasted about 5 minutes. They warned me not to move for 15 minutes and drove away towards Muridke. I am a businessman and had sold goods in Lahore. The highway has become very dangerous at night. I have noted partial number plate of their vehicle.,"467-K, Main Road, Cantt Area, opposite Government College, Sheikhupura",31.710515,74.015404,2026-01-05 09:01:22+00:00,Punjab,Sheikhupura,9,0,morning
CR-2025-001949,ASSAULT,At around 3:30 PM near DHA Multan Multan close to the shrine area I was assaulted by a gang of young men for no apparent reason. I was walking to a chai dhaba after visiting Bahauddin Zakariya darbar when they surrounded me. They appeared drunk and aggressive. Without any provocation they started hitting me with iron rods and their fists while laughing. I fell to the ground and they continued kicking me calling me an outsider. The attack stopped only when some passersby from the shrine intervened. I have broken nose and was hospitalized at Nishtar. They fled on motorcycles. At least 6-7 boys were involved all appearing to be in their early 20s. The shrine area has become very unsafe at night.,"House 486-B, Street 48, DHA Multan, behind the haveli, Multan",30.168432,71.516656,2024-12-05 10:52:48+00:00,Punjab,Multan,10,3,morning
CR-2025-001950,FRAUD,I am reporting a phone fraud. Yesterday I received a call from someone claiming to be from a bank saying I won a prize in their anniversary lucky draw. They said I needed to verify my account by paying Rs. 80000 tax which would be refunded with my prize of Rs. 300000. I am a elderly person from Khanewal Road Area Multan and believed them because they knew my name and bank. I sent the money via Easypaisa. Then they asked for more money for different charges. When I refused they threatened me and the phone went dead. I realized I was cheated. This was my pension savings and I am devastated. The number they called from is now unreachable.,"House 228, Street 41, Block C, Khanewal Road Area, Multan",30.139481,71.423608,2025-03-30 08:10:29+00:00,Punjab,Multan,8,6,morning
CR-2025-001951,FRAUD,I was defrauded by a seller on OLX Pakistan. I am from Kot Abdul Malik Sheikhupura and found an advertisement for a Samsung Galaxy S24 Ultra at Rs. 35000 which was attractive pricing. The seller communicated via WhatsApp and seemed genuine with proper photos and videos. He claimed to be in Lahore and asked for advance payment via JazzCash promising delivery within 2 days. After I transferred the money he sent a fake courier tracking number. When I checked it did not exist. The seller blocked me on WhatsApp and all contact numbers are now switched off. I am a farmer and this was money I had saved from last harvest.,"Flat 203, Plaza Heights, Kot Abdul Malik, Sheikhupura",31.717894,74.004278,2025-09-28 05:31:50+00:00,Punjab,Sheikhupura,5,6,late_night
CR-2025-001952,THEFT,At afternoon around 2 PM near Shamsabad my mobile phone was snatched by two individuals on a United 70cc. I had just finished a call and was putting my phone in my pocket when the pillion rider forcefully grabbed it from my hand. They spoke Seraiki and threatened me not to shout. The snatcher scarf wrapped around face and was leather jacket over shirt. They fled at high speed towards Northern Bypass. My iPhone 13 worth Rs. 275000 is now gone along with all my contacts and data. The street was relatively empty at that hour and there were no witnesses around. This area near Multan has become very unsafe.,"179-F, Main Road, Shamsabad, opposite Bahauddin Zakariya shrine, Multan",30.184794,71.419789,2025-03-28 21:58:32+00:00,Punjab,Multan,21,4,evening
CR-2025-001953,THEFT,My motorcycle Honda CD-70 was stolen from outside the Jama Masjid in Lahore Motorway Interchange Area Sheikhupura during Friday prayers. I had parked my bike in the mosque parking area as usual and went inside for Jumma namaz. When I came out after about 45 minutes my bike was gone. The registration was SHK-5245 worth approximately Rs. 60000. Other people praying said they saw two young men in casual clothes near the parking but thought they were also there for prayers. The thief must have used a duplicate key as there were no signs of breaking the lock. This mosque has been targeted before I am told by other victims. I request police to patrol mosque areas on Fridays.,"Shop 39, Lahore Motorway Interchange Area Commercial Area, near Hiran Minar, Sheikhupura",31.686552,74.01363,2025-04-17 03:10:25+00:00,Punjab,Sheikhupura,3,3,late_night
CR-2025-001954,THEFT,I work at a sports goods factory on Daska Road in Trunk Bazaar Sialkot. When I arrived for morning shift around 8 AM I parked my motorcycle at the factory gate as usual. I went inside to clock in and when I returned 10 minutes later my laptop bag from bike was stolen. The thief must have been watching and waiting for workers to go inside. Total loss approximately Rs. 20000. Other workers have also had things stolen at this gate. The security guard was busy at the delivery entrance and saw nothing. Factory management needs to improve security at the main gate parking area. This area has become unsafe for workers.,"Plot 277, Block F, Trunk Bazaar, close to sports goods market, Sialkot",32.48018,74.550875,2025-06-28 11:36:28+00:00,Punjab,Sialkot,11,5,morning
CR-2025-001955,THEFT,My wallet was stolen today in Bohar Gate Multan early morning around 6 AM while I was shopping in the crowded bazaar near Ghanta Ghar. The market was extremely crowded due to the mango season rush. I only realized my wallet was missing when I went to pay at a shop. Someone must have taken it from my back pocket without me feeling anything. The wallet had around Rs. 45000 cash along with my CNIC driving license and three bank cards. I think it was a professional pickpocket because I felt nothing at all. I have already called banks to block my cards immediately. The old city bazaars of Multan have become very unsafe.,"Flat 108, City Heights, Bohar Gate, Multan",30.209792,71.499397,2025-08-26 16:30:47+00:00,Punjab,Multan,16,1,afternoon
CR-2025-001956,FRAUD,I lost Rs. 145000 to an online scammer on OLX Pakistan. I am from Hiran Minar Road Sheikhupura and was looking to buy a Samsung Galaxy S24 Ultra. The seller advertised at a good price and showed me product videos on WhatsApp video call. He asked for full payment in advance claiming he was in Faisalabad. After I sent the money via bank transfer the product never arrived. The tracking number was fake and the seller has disappeared. All phone numbers are unreachable now. I have saved all chat history and payment receipts as evidence. This was money I borrowed from relatives for the purchase.,"Flat 806, City Heights, Hiran Minar Road, Sheikhupura",31.706793,73.982741,2024-11-09 08:20:36+00:00,Punjab,Sheikhupura,8,5,morning
CR-2025-001957,THEFT,My motorcycle Honda 125 was stolen from outside the Jama Masjid in Muridke Road Sheikhupura during Friday prayers. I had parked my bike in the mosque parking area as usual and went inside for Jumma namaz. When I came out after about 45 minutes my bike was gone. The registration was SHK-6438 worth approximately Rs. 95000. Other people praying said they saw two young men in casual clothes near the parking but thought they were also there for prayers. The thief must have used a duplicate key as there were no signs of breaking the lock. This mosque has been targeted before I am told by other victims. I request police to patrol mosque areas on Fridays.,"House 70, Street 1, Block F, Muridke Road, Sheikhupura",31.717837,74.005511,2025-09-25 02:26:13+00:00,Punjab,Sheikhupura,2,3,late_night
CR-2025-001958,BURGLARY,I am reporting a burglary at my residence in Industrial Estate Multan. The incident occurred while we were at a relative funeral for the evening. The burglars broke in through the back window after cutting the CCTV wires from the boundary wall. They systematically searched every room taking only valuables. We lost gold jewelry worth 6 tola cash Rs. 210000 and several electronics. Nothing large was taken suggesting they had a vehicle waiting. Neighbors reported seeing an unfamiliar grey car in the area during the night. The burglars appeared to know our schedule as the robbery happened when the house was empty. We suspect someone familiar with our family routine may have provided information to the criminals.,"House 177, Street 44, Block , Industrial Estate, Sheikhupura",31.698853,73.979556,2025-01-24 23:17:09+00:00,Punjab,Sheikhupura,23,4,evening
CR-2025-001959,FRAUD,I received a phone call around afternoon from someone claiming I had won Rs. 500000 in a lucky draw from a mobile company. The caller spoke very convincingly in Urdu and said I needed to pay Rs. 45000 as tax to claim my prize. Being excited I transferred the money via JazzCash as instructed. After that they asked for another Rs. 25000 for processing fee. When I became suspicious and refused they became aggressive and then stopped answering. I am a retired teacher living in Bosan Road Multan and this was money I had saved for medical expenses. I have the call records and transaction receipts. The phone number is now switched off. Please catch these fraudsters who are targeting elderly people in Multan.,"146-H, Main Road, Bosan Road, opposite Ghanta Ghar, Multan",30.229025,71.413563,2025-03-20 22:27:16+00:00,Punjab,Multan,22,3,evening
CR-2025-001960,DOMESTIC_VIOLENCE,I am reporting abuse by my husband at our home in Model Town Sheikhupura. Last night he came home angry after losing money in gambling and slapped me multiple times during an argument. This was a minor incident but I am documenting it. He has been increasingly aggressive over the past few weeks. I have not sought medical attention but I have marks on my face. I am scared this will get worse. We have three children aged 4 to 12 who witnessed this. I do not want to leave my home but I need this on record.,"House 127, Street 14, Block A, Model Town, Sheikhupura",31.710687,73.984563,2026-01-18 21:36:16+00:00,Punjab,Sheikhupura,21,6,evening
CR-2025-001961,ROBBERY,I am reporting an armed robbery that occurred around noon near DHA Multan in Multan on my way back from the cotton market. While I was walking to my vehicle a white Honda CG-125 blocked my path. The rider showed me a revolver and demanded everything I had in threatening Seraiki. I gave them my wallet containing Rs. 55000 my iPhone 14 Pro and gold ring. The suspect was a short man about 5 feet 2 inches person around 25-30 years old. They escaped quickly towards Khanewal Road and I was left stranded and traumatized. There were no witnesses around to help me as it was near an isolated stretch. I immediately called police helpline after the incident.,"House 370-K, Street 24, DHA Multan, near Chungi No. 9, Multan",30.141801,71.469552,2025-03-24 02:18:25+00:00,Punjab,Multan,2,0,late_night
CR-2025-001962,THEFT,My wallet was stolen today in DHA Multan Multan morning around 8 AM while I was shopping in the crowded bazaar near Ghanta Ghar. The market was extremely crowded due to the mango season rush. I only realized my wallet was missing when I went to pay at a shop. Someone must have taken it from my back pocket without me feeling anything. The wallet had around Rs. 35000 cash along with my CNIC driving license and three bank cards. I think it was a professional pickpocket because I felt nothing at all. I have already called banks to block my cards immediately. The old city bazaars of Multan have become very unsafe.,"Flat 805, Central Heights, DHA Multan, Multan",30.21576,71.433088,2025-08-16 22:27:01+00:00,Punjab,Multan,22,5,evening
CR-2025-001963,HARASSMENT,I am a worker at a surgical instruments factory in Ravi Town Sialkot and I want to report harassment by my department head. For the past two months he has been sending me inappropriate WhatsApp messages and asking personal questions. He makes comments about my clothes in front of other workers which is humiliating. When I asked him to stop he threatened to give me bad performance reviews and have me fired. I come from a poor family and cannot afford to lose this job but the situation is becoming unbearable. HR department did not take my complaint seriously. I have saved all the messages as evidence. I need help as I have no other options.,"Plot 384, Block C, Ravi Town, near Sheikhupura Fort, Sheikhupura",31.687296,73.970403,2025-11-20 22:43:00+00:00,Punjab,Sheikhupura,22,3,evening
CR-2025-001964,THEFT,At around 3:30 PM near Northern Bypass my mobile phone was snatched by two individuals on a Suzuki GD-110. I had just finished a call and was putting my phone in my pocket when the pillion rider forcefully grabbed it from my hand. They spoke Seraiki and threatened me not to shout. The snatcher surgical mask on face and was wearing white shalwar kameez. They fled at high speed towards Northern Bypass. My Realme 11 Pro worth Rs. 440000 is now gone along with all my contacts and data. The street was relatively empty at that hour and there were no witnesses around. This area near Multan has become very unsafe.,"Plot 97, Block B, Northern Bypass, near Nishtar Hospital, Multan",30.233493,71.440809,2025-06-19 21:10:29+00:00,Punjab,Multan,21,3,evening
CR-2025-001965,HARASSMENT,I want to report stalking by an unknown man who has been following me for the past three weeks near Southern Bypass in Multan. I am a 23-year-old working woman at a local bank and this person on a red Honda 125 appears on my route to work every morning near Chungi No. 9. He makes inappropriate gestures and says disgusting things in Seraiki when he comes near me. He is teenager approximately 16-17 years and has a distinctive scar on his face. Yesterday he tried to grab my dupatta while I was waiting for transport near the university area. I am scared to leave my house now and need urgent police intervention before this escalates further.,"House 68-, Street 13, Southern Bypass, opposite Ghanta Ghar, Multan",30.278596,71.41284,2025-06-24 21:00:36+00:00,Punjab,Multan,21,1,evening
CR-2025-001966,BURGLARY,I am reporting a burglary at my warehouse in the industrial area of Hajipura Sialkot. Unknown persons broke in through the roof during the weekend. They stole leather material and finished products worth Rs. 375000 that were packed for export to Europe. The CCTV system had been disabled somehow before the break-in. The night watchman claims he heard nothing unusual though the warehouse is not far from his post. I suspect the thieves had inside help as they knew exactly where the most valuable goods were stored. They loaded everything onto a Qingqi loader based on marks left at the scene. I have insurance documents and inventory lists of all stolen items. The police need to investigate factory employees.,"House 253, Street 43, Block E, Hajipura, Sialkot",32.509526,74.551617,2025-10-31 18:38:21+00:00,Punjab,Sialkot,18,4,evening
CR-2025-001967,ASSAULT,At around 7 PM near Chungi No. 9 Multan close to the shrine area I was assaulted by a gang of young men for no apparent reason. I was walking to a chai dhaba after visiting Bahauddin Zakariya darbar when they surrounded me. They appeared drunk and aggressive. Without any provocation they started hitting me with iron rods and their fists while laughing. I fell to the ground and they continued kicking me calling me an outsider. The attack stopped only when some passersby from the shrine intervened. I have multiple fractures and was hospitalized at Nishtar. They fled on motorcycles. At least 6-7 boys were involved all appearing to be in their early 20s. The shrine area has become very unsafe at night.,"Flat 708, City Heights, Chungi No. 9, Multan",30.250786,71.439687,2025-08-05 22:52:16+00:00,Punjab,Multan,22,1,evening
CR-2025-001968,THEFT,At Mumtazabad around 3:30 PM my wallet was pickpocketed while I was shopping in the crowded bazaar near Chowk Shaheedan Multan. I was distracted looking at merchandise for my cotton trading business when someone took my wallet from my trouser pocket. The wallet contained Rs. 15000 in cash my CNIC several debit cards and my driving license. I did not feel anything and only discovered the theft when I tried to make a payment at a shop. This was clearly work of an expert pickpocket operating in the Hussain Agahi area.,"House 225, Street 14, Block J, Mumtazabad, Multan",30.149821,71.516059,2026-01-02 09:57:51+00:00,Punjab,Multan,9,4,morning
CR-2025-001969,DOMESTIC_VIOLENCE,I am reporting domestic violence by my husband at our home in Industrial Estate Multan. For the past six months I have been physically abused regularly. Last night around 10 PM my husband came home after drinking and beat me severely causing head injury. My children witnessed the violence and are traumatized. He has threatened to kill me if I report to anyone. I have photos of my injuries and previous hospital records from Nishtar Hospital. I am currently hiding at my parents house in another city and am afraid to return. I belong to a cotton trading family and my husband is unemployed which causes constant arguments. Please help me and my children.,"House 321-G, Street 37, Industrial Estate, opposite Government College, Sheikhupura",31.685724,73.968257,2025-06-09 07:05:00+00:00,Punjab,Sheikhupura,7,0,morning
CR-2025-001970,ROBBERY,I was robbed at gunpoint morning around 8 AM while walking near Chungi No. 9 Multan close to the Southern Bypass. Two men on a black Yamaha motorcycle stopped me and the pillion rider pointed a black pistol at my chest. They spoke in aggressive Seraiki and demanded my wallet phone and watch threatening to harm me if I resisted. I handed over approximately Rs. 95000 in cash my Infinix Note 30 worth Rs. 200000 and my wristwatch. They also took my gold chain from around my neck. They fled towards Vehari Road at high speed. I was too terrified to get a good look at their faces but the gunman was a thin and slim person and middle-aged man around 40. I am a mango trader and was returning from the mandi when this happened.,"Flat 201, Plaza Heights, Chungi No. 9, Multan",30.269764,71.480679,2024-12-15 12:16:17+00:00,Punjab,Multan,12,6,afternoon
CR-2025-001971,BURGLARY,I am reporting a burglary at my residence in Sargodha Road Multan. The incident occurred while we were at a family function for the evening. The burglars broke in through the back window after cutting the CCTV wires from the boundary wall. They systematically searched every room taking only valuables. We lost gold jewelry worth 6 tola cash Rs. 235000 and several electronics. Nothing large was taken suggesting they had a vehicle waiting. Neighbors reported seeing an unfamiliar grey car in the area during the night. The burglars appeared to know our schedule as the robbery happened when the house was empty. We suspect someone familiar with our family routine may have provided information to the criminals.,"Plot 263, Block D, Sargodha Road, near Sheikhupura Fort, Sheikhupura",31.69297,74.011109,2025-07-09 16:02:20+00:00,Punjab,Sheikhupura,16,2,afternoon
CR-2025-001972,BURGLARY,Our house in Canal Colony Multan was burglarized on the weekend while our entire family was at a relative funeral. The burglars entered by breaking the lock of the back door that opens to the haveli courtyard. They ransacked all bedrooms and broke open the jewelry box and safe. They stole gold jewelry worth approximately 2 tola Rs. 445000 cash and multiple electronics including laptops and tablets. They left large items suggesting they knew exactly what to take. Our CCTV cable was cut from outside before the break-in. A neighbor mentioned seeing a grey Suzuki Cultus parked nearby around midnight. Total loss is approximately Rs. 845000. This was clearly a professional job targeting our family during the wedding season.,"Flat 708, City Heights, Canal Colony, Sheikhupura",31.735228,73.966984,2025-05-04 14:24:20+00:00,Punjab,Sheikhupura,14,6,afternoon
CR-2025-001973,THEFT,I work at a sports goods factory on Daska Road in Railway Road Sialkot. When I arrived for morning shift around 8 AM I parked my motorcycle at the factory gate as usual. I went inside to clock in and when I returned 10 minutes later my money from my pocket was stolen. The thief must have been watching and waiting for workers to go inside. Total loss approximately Rs. 45000. Other workers have also had things stolen at this gate. The security guard was busy at the delivery entrance and saw nothing. Factory management needs to improve security at the main gate parking area. This area has become unsafe for workers.,"111-F, Main Road, Railway Road, opposite Sialkot Fort, Sialkot",32.46519,74.531791,2025-12-11 15:02:49+00:00,Punjab,Sialkot,15,3,afternoon
CR-2025-001974,THEFT,I am reporting a theft that occurred in Officers Colony Multan around noon. My purse was stolen from my shopping bag while I was browsing at a clothing store near Hussain Agahi. The area was very crowded with people visiting the nearby shrine and someone skillfully extracted my purse without my knowledge. I had approximately Rs. 20000 cash my mobile phone and important cards in the purse. I believe the thief was a professional who took advantage of the crowd near the darbar area. I only noticed the theft when I tried to pay and found my purse missing.,"Plot 206, Block , Officers Colony, near the mango mandi, Multan",30.197113,71.530531,2024-12-24 22:25:47+00:00,Punjab,Multan,22,1,evening
CR-2025-001975,THEFT,I am reporting theft of my Yamaha YBR motorcycle from the main bazaar in Canal Colony Sheikhupura. I had parked outside a shop while buying supplies and was inside for only 10-15 minutes around afternoon. When I came out the bike was missing. Registration number SHK-4336 value Rs. 50000. A nearby shopkeeper said he saw a young man in his 20s casually walking to my bike and driving it away as if it was his own. He did not find it suspicious at the time. The lock was broken and left on the ground. Bike theft has become very common in Sheikhupura markets.,"House 55-C, Street 15, Canal Colony, opposite DHQ Hospital, Sheikhupura",31.709003,73.961389,2025-02-18 19:00:31+00:00,Punjab,Sheikhupura,19,1,evening
CR-2025-001976,HARASSMENT,I am a worker at a surgical instruments factory in Sharaqpur Road Sialkot and I want to report harassment by my department head. For the past month he has been sending me inappropriate WhatsApp messages and asking personal questions. He makes comments about my clothes in front of other workers which is humiliating. When I asked him to stop he threatened to give me bad performance reviews and have me fired. I come from a poor family and cannot afford to lose this job but the situation is becoming unbearable. HR department did not take my complaint seriously. I have saved all the messages as evidence. I need help as I have no other options.,"House 206-E, Street 5, Sharaqpur Road, close to District Courts, Sheikhupura",31.722119,73.963949,2026-01-20 16:40:31+00:00,Punjab,Sheikhupura,16,1,afternoon
CR-2025-001977,ROBBERY,I am reporting an armed robbery that occurred around midnight near Askari Bypass in Multan on my way back from the cotton market. While I was walking to my vehicle a Road Prince motorcycle blocked my path. The rider showed me a black pistol and demanded everything I had in threatening Seraiki. I gave them my wallet containing Rs. 60000 my Samsung Galaxy S24 Ultra and gold ring. The suspect was a lanky young man middle-aged man around 40. They escaped quickly towards Khanewal Road and I was left stranded and traumatized. There were no witnesses around to help me as it was near an isolated stretch. I immediately called police helpline after the incident.,"Flat 303, Central Heights, Askari Bypass, Multan",30.121953,71.437412,2025-06-02 12:23:40+00:00,Punjab,Multan,12,0,afternoon
CR-2025-001978,ROBBERY,I am reporting an armed robbery that occurred around 2:30 AM near Gulshan-e-Madina in Multan on my way back from the cotton market. While I was walking to my vehicle a Road Prince motorcycle blocked my path. The rider showed me a large knife about 6 inches and demanded everything I had in threatening Seraiki. I gave them my wallet containing Rs. 90000 my Xiaomi 13 and gold ring. The suspect was a heavy-set individual youth around 18-20. They escaped quickly towards Khanewal Road and I was left stranded and traumatized. There were no witnesses around to help me as it was near an isolated stretch. I immediately called police helpline after the incident.,"House 435, Street 1, Block A, Gulshan-e-Madina, Multan",30.22401,71.499285,2025-08-10 22:42:39+00:00,Punjab,Multan,22,6,evening
CR-2025-001979,ASSAULT,At around midnight near Haram Gate Multan close to the shrine area I was assaulted by a gang of young men for no apparent reason. I was walking to a chai dhaba after visiting Bahauddin Zakariya darbar when they surrounded me. They appeared drunk and aggressive. Without any provocation they started hitting me with iron rods and their fists while laughing. I fell to the ground and they continued kicking me calling me an outsider. The attack stopped only when some passersby from the shrine intervened. I have broken nose and was hospitalized at Nishtar. They fled on motorcycles. At least 6-7 boys were involved all appearing to be in their early 20s. The shrine area has become very unsafe at night.,"Flat 504, Central Heights, Haram Gate, Multan",30.254907,71.454425,2024-12-28 02:42:55+00:00,Punjab,Multan,2,5,late_night
CR-2025-001980,ROBBERY,I was robbed on GT Road near GT Road Bypass Sheikhupura around 2 AM while driving back from Lahore. A white car was following me for some time and then overtook and blocked my car on an isolated stretch near the bypass. Three masked men jumped out two of them carrying pistols. They spoke in Punjabi and demanded everything. I handed over Rs. 470000 cash my iPhone and gold chain. They also took my laptop bag from the back seat. The robbery lasted about 5 minutes. They warned me not to move for 15 minutes and drove away towards Muridke. I am a businessman and had sold goods in Lahore. The highway has become very dangerous at night. I have noted partial number plate of their vehicle.,"38-E, Main Road, GT Road Bypass, near Industrial Estate gate, Sheikhupura",31.723481,73.961165,2026-01-24 23:41:15+00:00,Punjab,Sheikhupura,23,5,evening
